АВС/ DEF;От;До;Емкость;Оператор;Регион;Территория ГАР;ИНН
301;2200911;2200911;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2200912;2200997;86;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2200998;2200999;2;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201000;2201000;1;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201001;2201001;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201002;2201004;3;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201005;2201005;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201006;2201018;13;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201019;2201019;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201020;2201029;10;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201030;2201031;2;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201032;2201036;5;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201037;2201037;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201038;2201040;3;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201041;2201041;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201042;2201049;8;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201050;2201050;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201051;2201054;4;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201055;2201055;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201056;2201069;14;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201070;2201070;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201071;2201100;30;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201101;2201101;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201102;2201104;3;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201105;2201105;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201106;2201120;15;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201121;2201121;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201122;2201129;8;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201130;2201130;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201131;2201139;9;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201140;2201140;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201141;2201149;9;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201150;2201150;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201151;2201173;23;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201174;2201200;27;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201201;2201201;1;ООО "ТТК-СВЯЗЬ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201202;2201203;2;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201204;2201211;8;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201212;2201213;2;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201214;2201217;4;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201218;2201221;4;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201222;2201300;79;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201301;2201301;1;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201302;2201330;29;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201331;2201331;1;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201332;2201400;69;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201401;2201402;2;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201403;2201419;17;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201420;2201420;1;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201421;2201429;9;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201430;2201430;1;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201431;2201439;9;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201440;2201440;1;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201441;2201514;74;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201515;2201515;1;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201516;2201550;35;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
301;2201551;2201580;30;ООО "ТТК-Связь";г. Улан-Удэ|Республика Бурятия;г. Улан-Удэ|г.о. город Улан-Удэ|Республика Бурятия;7709362765
301;2201581;2201600;20;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия;г.о. город Улан-Удэ|Республика Бурятия;7709219099
